STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,EDITION,Edition,CATEGORY,Category,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,EST,Estonia,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,39.97,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,EST,Estonia,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2024,,28866.48,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,EST,Estonia,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2023,,28006.7,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,FIN,Finland,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2024,,57.46,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,FIN,Finland,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2023,,55.94,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,FIN,Finland,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,52.64,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,FIN,Finland,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2024,,201788.39,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,FIN,Finland,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2023,,192453.8,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,FRA,France,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2024,,57.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,FRA,France,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2023,,56.95,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,FRA,France,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,58.38,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,FRA,France,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2024,,2330642.17,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,FRA,France,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2023,,2267970.16,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,DEU,Germany,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2024,,49.51,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,DEU,Germany,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2023,,48.38,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,DEU,Germany,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,49,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,DEU,Germany,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2024,,2907316.48,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,DEU,Germany,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2023,,2788366.08,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,GRC,Greece,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2024,,47.98,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,GRC,Greece,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2023,,49.51,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,GRC,Greece,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,52.81,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,GRC,Greece,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2024,,213656.16,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,GRC,Greece,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2023,,212148.37,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,HUN,Hungary,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2024,,46.88,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,HUN,Hungary,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2023,,49.15,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,HUN,Hungary,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,48.71,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,HUN,Hungary,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2024,,207949.08,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,HUN,Hungary,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2023,,213905.39,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,ISL,Iceland,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2024,,46.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,ISL,Iceland,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2023,,45.32,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,ISL,Iceland,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,46.68,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,ISL,Iceland,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2024,,14359.74,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,ISL,Iceland,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2023,,13666.78,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,IRL,Ireland,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2024,,23.45,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,IRL,Ireland,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2023,,22.73,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,IRL,Ireland,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,20.6,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,IRL,Ireland,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2024,,160636.52,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,IRL,Ireland,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2023,,150655.45,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,ISR,Israel,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2022,,192082.26,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,ISR,Israel,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2023,,40.04,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,ISR,Israel,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,37.52,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,ITA,Italy,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2024,,50.56,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,ITA,Italy,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2023,,53.95,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,ITA,Italy,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,54.93,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,ITA,Italy,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2024,,1762960.8,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,ITA,Italy,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2023,,1842702.28,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,JPN,Japan,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2022,,2567311.53,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,JPN,Japan,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2023,,40.6,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,JPN,Japan,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,43.29,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,KOR,Korea,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2022,,1053531.53,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,KOR,Korea,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2023,,35.16,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,KOR,Korea,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,37.02,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,LVA,Latvia,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2024,,45.68,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,LVA,Latvia,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2023,,43.65,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,LVA,Latvia,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,44.22,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,LVA,Latvia,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2024,,36350.96,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,LVA,Latvia,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2023,,34266.06,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,LTU,Lithuania,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2024,,39.52,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,LTU,Lithuania,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2023,,37.38,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,LTU,Lithuania,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,36.26,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,LTU,Lithuania,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2024,,60294.25,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,LTU,Lithuania,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2023,,54646.66,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,LUX,Luxembourg,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2024,,46.91,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,LUX,Luxembourg,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2023,,47.01,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,LUX,Luxembourg,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,44.31,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,LUX,Luxembourg,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2024,,46306.77,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,LUX,Luxembourg,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2023,,44619.48,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,MEX,Mexico,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2022,,798149.58,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,MEX,Mexico,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2023,,27.42,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,MEX,Mexico,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,26.54,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,NLD,Netherlands,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2023,,43.2,,P,Provisional value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,NLD,Netherlands,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2022,,590540.82,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,NLD,Netherlands,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,43.24,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,NLD,Netherlands,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2024,,644535.15,,P,Provisional value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,NLD,Netherlands,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2024,,43.86,,P,Provisional value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,NZL,New Zealand,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2022,,117375.99,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,NZL,New Zealand,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2023,,44.04,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,NZL,New Zealand,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,42.76,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,NOR,Norway,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2024,,49.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,NOR,Norway,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2023,,46.75,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,NOR,Norway,GE,Government expenditures,PT_B1GQ,Percentage of GDP,S13,General government,2025,2025,PF,Public finance,2022,,38.15,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,NOR,Norway,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2024,,285805.61,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_2025(1.0),"Public finance main indicators - government at a glance, 2025 edition",I,A,Annual,NOR,Norway,GE,Government expenditures,USD_PPP,"US dollars, PPP converted",S13,General government,2025,2025,PF,Public finance,2023,,259167.46,,A,Normal value,6,Millions,V,Current prices,,
